src,dst,short_src,short_dst,graph_action,barrier_U_rel,path_n_nodes,path_frac_src,path_frac_dst,path_frac_other,top_other,top_other_frac,src_peak_day,dst_peak_day,transfer_proxy,composition,reverse_action,action_ratio,mixing,call,reason,is_shown,mixing_ok,support_score,short_pair
Cd163-/Cd11c+ IMs,Fn1+ macrophages,IM−,Fn1+,0.6814170791965242,0.7472025189395601,6,0.3333333333333333,0.3333333333333333,0.3333333333333334,Resolution macrophages,0.3333333333333333,7.0,14.0,0.0,none,0.7746834688855636,1.1368712240055316,0.052497451580020386,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-0.0810036229787223,IM−→Fn1+
Fn1+ macrophages,Cd163-/Cd11c+ IMs,Fn1+,IM−,0.7746834688855636,1.1825105510260716,6,0.16666666666666666,0.5,0.33333333333333337,Resolution macrophages,0.3333333333333333,14.0,7.0,0.00025342065565504986,none,0.6814170791965242,0.8796070996272978,0.052497451580020386,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-0.11360884627153783,Fn1+→IM−
Resolution macrophages,Cd163+/Cd11c- IMs,Mfge8+ Resol.,IM+,2.170016169561977,1.6086662460384904,19,0.42105263157894735,0.05263157894736842,0.5263157894736843,M2 macrophages,0.3157894736842105,7.0,3.0,0.0,weak,2.181450484151639,1.0052692301324948,0.05494306418219462,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-0.5946764668001081,Mfge8+ Resol.→IM+
Cd163+/Cd11c- IMs,Resolution macrophages,IM+,Mfge8+ Resol.,2.181450484151639,1.99020429781471,19,0.05263157894736842,0.3157894736842105,0.6315789473684211,M2 macrophages,0.3157894736842105,3.0,7.0,0.03784650739157841,strong,2.170016169561977,0.9947583891205746,0.05494306418219462,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-0.593001500797753,IM+→Mfge8+ Resol.
Cd163-/Cd11c+ IMs,Resolution macrophages,IM−,Mfge8+ Resol.,2.6101138384959826,1.9092633168157067,23,0.13043478260869565,0.391304347826087,0.47826086956521735,M2 macrophages,0.30434782608695654,7.0,7.0,0.0016412795853409132,weak,2.7043161519925736,1.0360912662529067,0.10266017234919446,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-0.6053131344882093,IM−→Mfge8+ Resol.
Resolution macrophages,Cd163-/Cd11c+ IMs,Mfge8+ Resol.,IM−,2.7043161519925736,1.631118072923373,23,0.4782608695652174,0.17391304347826086,0.34782608695652173,M2 macrophages,0.30434782608695654,7.0,7.0,0.0,weak,2.6101138384959826,0.965165939112501,0.10266017234919446,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-0.6385301361498172,Mfge8+ Resol.→IM−
Cd163+/Cd11c- IMs,M2 macrophages,IM+,Arg1+ M2,3.3162796893123425,2.152086259812716,34,0.029411764705882353,0.29411764705882354,0.6764705882352942,Resolution macrophages,0.4117647058823529,3.0,10.0,0.012605952697806937,strong,3.3830501655295593,1.0201341510583029,0.026949137627595918,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-1.0779595854718609,IM+→Arg1+ M2
M2 macrophages,Cd163+/Cd11c- IMs,Arg1+ M2,IM+,3.3830501655295593,2.362447007250054,33,0.2727272727272727,0.030303030303030304,0.696969696969697,Resolution macrophages,0.48484848484848486,10.0,3.0,0.0005649704998029574,weak,3.3162796893123425,0.9802632320092288,0.026949137627595918,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-1.1031353994775874,Arg1+ M2→IM+
Cd163-/Cd11c+ IMs,M2 macrophages,IM−,Arg1+ M2,3.744943043656686,2.0711452788137126,38,0.07894736842105263,0.2894736842105263,0.631578947368421,Resolution macrophages,0.4473684210526316,7.0,10.0,0.1595169928877307,strong,3.9131528086327467,1.044916508212304,0.05486672051696284,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-1.1222023547957918,IM−→Arg1+ M2
M2 macrophages,Cd163-/Cd11c+ IMs,Arg1+ M2,IM−,3.9131528086327467,2.1655287548902886,43,0.32558139534883723,0.13953488372093023,0.5348837209302325,Resolution macrophages,0.4418604651162791,10.0,7.0,0.014013647816698387,weak,3.744943043656686,0.957014261082283,0.05486672051696284,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,True,-1.2029012742980678,Arg1+ M2→IM−
AM (Bleo),Cd163+/Cd11c- IMs,AM(Bleo),IM+,4.366989059393801,1.988345229346535,29,0.27586206896551724,0.06896551724137931,0.6551724137931034,Resolution macrophages,0.3448275862068966,21.0,3.0,0.0022471694309892493,weak,4.522878048613881,1.0356971329899973,0.0072191980881571955,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,False,-1.5064515011087103,AM(Bleo)→IM+
Cd163+/Cd11c- IMs,AM (Bleo),IM+,AM(Bleo),4.522878048613881,1.6830289847654898,30,0.06666666666666667,0.3,0.6333333333333333,Resolution macrophages,0.3333333333333333,3.0,21.0,0.009595673659935532,medium,4.366989059393801,0.9655332318171124,0.0072191980881571955,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,False,-1.5599103717013965,IM+→AM(Bleo)
AM (Bleo),Cd163-/Cd11c+ IMs,AM(Bleo),IM−,4.565780672763016,1.988345229346535,29,0.3448275862068966,0.13793103448275862,0.5172413793103448,Resolution macrophages,0.2413793103448276,21.0,7.0,0.05245408644868495,weak,4.748847520387096,1.0400954099076896,0.019045398009950247,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,False,-1.533018928469902,AM(Bleo)→IM−
Cd163-/Cd11c+ IMs,AM (Bleo),IM−,AM(Bleo),4.748847520387096,1.811590719603129,32,0.1875,0.3125,0.5,M2 macrophages,0.1875,7.0,21.0,0.008375340110436147,medium,4.565780672763016,0.9614502578069472,0.019045398009950247,im_cross,"IM coupling is a resident side-module, not an independent injury transition",False,False,-1.6037041370890672,IM−→AM(Bleo)
Resolution macrophages,AM (Bleo),Mfge8+ Resol.,AM(Bleo),2.9077217322990174,2.6048409344467154,28,0.32142857142857145,0.5357142857142857,0.1428571428571429,M2 macrophages,0.14285714285714285,7.0,21.0,0.0,weak,2.965200131823741,1.0197675035011888,0.10486496839685884,redundant_shortcut,direct AM(Bleo)↔Resol. is a local shortcut; injury program is drawn via the M2 window,False,True,-0.7031077011140796,Mfge8+ Resol.→AM(Bleo)
AM (Bleo),Resolution macrophages,AM(Bleo),Mfge8+ Resol.,2.965200131823741,1.4497873946429207,28,0.5714285714285714,0.21428571428571427,0.21428571428571433,M2 macrophages,0.21428571428571427,21.0,7.0,0.07917833682680517,weak,2.9077217322990174,0.9806156761869721,0.10486496839685884,redundant_shortcut,direct AM(Bleo)↔Resol. is a local shortcut; injury program is drawn via the M2 window,False,True,-0.7113483904237121,AM(Bleo)→Mfge8+ Resol.
M2 macrophages,AM (PBS),Arg1+ M2,AM(PBS),7.090400347892626,2.609417102983761,54,0.18518518518518517,0.24074074074074073,0.5740740740740742,AM (Bleo),0.37037037037037035,10.0,0.0,0.0028471431888323273,weak,7.15756293387133,1.0094723263401701,0.01190225035161744,rejected_longrange,higher-cost or low-mixing pair; not an independent landscape transition,False,False,-2.445506299229242,Arg1+ M2→AM(PBS)
AM (PBS),M2 macrophages,AM(PBS),Arg1+ M2,7.15756293387133,3.500196909773143,81,0.25925925925925924,0.07407407407407407,0.6666666666666666,AM (Bleo),0.5061728395061729,0.0,10.0,0.052592337329458186,strong,7.090400347892626,0.9906165566967123,0.01190225035161744,rejected_longrange,higher-cost or low-mixing pair; not an independent landscape transition,False,False,-2.4615514252006943,AM(PBS)→Arg1+ M2
Cd163-/Cd11c+ IMs,Cd163+/Cd11c- IMs,IM−,IM+,0.624033226173366,1.1346037866538699,8,0.5,0.25,0.25,Resolution macrophages,0.25,7.0,3.0,0.0,weak,0.6530427733064004,1.0464871835589227,0.1806528006589786,resident_module,"homeostatic AM / IM side-basin, not the injury remodel axis",False,True,0.3235467728162577,IM−→IM+
Cd163+/Cd11c- IMs,Cd163-/Cd11c+ IMs,IM+,IM−,0.6530427733064004,0.8281434999385634,6,0.16666666666666666,0.5,0.33333333333333337,Resolution macrophages,0.3333333333333333,3.0,7.0,0.02690198641216222,strong,0.624033226173366,0.9555778758761656,0.1806528006589786,resident_module,"homeostatic AM / IM side-basin, not the injury remodel axis",False,True,0.31742872928152,IM+→IM−
Cd163+/Cd11c- IMs,AM (PBS),IM+,AM(PBS),8.05355694391119,1.9917773557493195,52,0.038461538461538464,0.25,0.7115384615384616,AM (Bleo),0.3076923076923077,3.0,0.0,0.00022537661821318087,weak,8.134712131998707,1.010076937265324,0.009707287933094385,resident_module,"homeostatic AM / IM side-basin, not the injury remodel axis",False,False,-2.7895892600769012,IM+→AM(PBS)
AM (PBS),Cd163+/Cd11c- IMs,AM(PBS),IM+,8.134712131998707,3.657073687433755,41,0.2926829268292683,0.04878048780487805,0.6585365853658536,Resolution macrophages,0.24390243902439024,0.0,3.0,0.0686858096827102,strong,8.05355694391119,0.9900235943483143,0.009707287933094385,resident_module,"homeostatic AM / IM side-basin, not the injury remodel axis",False,False,-2.8077245109478577,AM(PBS)→IM+
AM (PBS),Cd163-/Cd11c+ IMs,AM(PBS),IM−,8.139232736515009,3.657073687433755,37,0.32432432432432434,0.13513513513513514,0.5405405405405406,AM (Bleo),0.32432432432432434,0.0,7.0,0.04658534809528337,strong,8.279526415684405,1.0172367204268504,0.003695539419087137,resident_module,"homeostatic AM / IM side-basin, not the injury remodel axis",False,False,-2.8306570373086988,AM(PBS)→IM−
Cd163-/Cd11c+ IMs,AM (PBS),IM−,AM(PBS),8.279526415684405,1.9108363747503163,54,0.1111111111111111,0.24074074074074073,0.6481481481481481,AM (Bleo),0.3148148148148148,7.0,0.0,0.00024058943518220368,weak,8.139232736515009,0.9830553497716231,0.003695539419087137,resident_module,"homeostatic AM / IM side-basin, not the injury remodel axis",False,False,-2.886711538817003,IM−→AM(PBS)
AM (Bleo),AM (PBS),AM(Bleo),AM(PBS),4.177580535698404,2.593114502570535,38,0.5789473684210527,0.39473684210526316,0.02631578947368418,M2 macrophages,0.02631578947368421,21.0,0.0,0.0040642729496457135,weak,4.179139194420525,1.000373100819434,0.10719866071428572,same_identity,"condition split of alveolar macrophages, not a distinct subtype conversion",False,True,-1.139947564409137,AM(Bleo)→AM(PBS)
AM (PBS),AM (Bleo),AM(PBS),AM(Bleo),4.179139194420525,2.6540347462199607,30,0.4666666666666667,0.5,0.033333333333333326,M2 macrophages,0.03333333333333333,0.0,21.0,0.18805422466287303,strong,4.177580535698404,0.999627038332391,0.10719866071428572,same_identity,"condition split of alveolar macrophages, not a distinct subtype conversion",False,True,-1.1128946022048956,AM(PBS)→AM(Bleo)
M2 macrophages,Resolution macrophages,Arg1+ M2,Mfge8+ Resol.,1.2130339959675822,2.362447007250054,15,0.2,0.6,0.20000000000000007,Fn1+ macrophages,0.13333333333333333,10.0,7.0,0.0492287176496628,weak,1.1658765436756526,0.9611243770169232,0.2789804469273743,shown,curated 3D LAP,True,True,0.41976374984091863,Arg1+ M2→Mfge8+ Resol.
AM (Bleo),M2 macrophages,AM(Bleo),Arg1+ M2,3.0036756154933273,1.2520111106824592,29,0.4482758620689655,0.2413793103448276,0.31034482758620685,Resolution macrophages,0.27586206896551724,21.0,10.0,0.040237382235222295,weak,3.071013544006837,1.0224185088979483,0.16867363201700017,shown,curated 3D LAP,True,True,-0.5392299620363807,AM(Bleo)→Arg1+ M2
AM (PBS),Resolution macrophages,AM(PBS),Mfge8+ Resol.,6.953145104281876,2.2228738668701475,49,0.30612244897959184,0.20408163265306123,0.4897959183673469,AM (Bleo),0.3469387755102041,0.0,7.0,0.08142836706846938,strong,6.875431123606967,0.9888231901520307,0.011125759028443592,shown,curated 3D LAP,True,False,-2.388009254353055,AM(PBS)→Mfge8+ Resol.
Resolution macrophages,M2 macrophages,Mfge8+ Resol.,Arg1+ M2,1.1658765436756526,2.0953131688999873,15,0.6,0.26666666666666666,0.13333333333333336,AM (Bleo),0.06666666666666667,7.0,10.0,0.14379214320133588,strong,1.2130339959675822,1.0404480667757634,0.2789804469273743,shown_reverse,reverse of a drawn 3D arrow,False,True,0.45045337197584484,Mfge8+ Resol.→Arg1+ M2
M2 macrophages,AM (Bleo),Arg1+ M2,AM(Bleo),3.071013544006837,3.0518753984094067,29,0.20689655172413793,0.4482758620689655,0.3448275862068966,Resolution macrophages,0.3103448275862069,10.0,21.0,0.1777211248154909,strong,3.0036756154933273,0.9780730603920976,0.16867363201700017,shown_reverse,reverse of a drawn 3D arrow,False,True,-0.5421756756290688,Arg1+ M2→AM(Bleo)
Resolution macrophages,AM (PBS),Mfge8+ Resol.,AM(PBS),6.875431123606967,1.935004264836591,55,0.2,0.23636363636363636,0.5636363636363637,AM (Bleo),0.41818181818181815,7.0,0.0,0.0,weak,6.953145104281876,1.011303142926858,0.011125759028443592,shown_reverse,reverse of a drawn 3D arrow,False,False,-2.3730236161771074,Mfge8+ Resol.→AM(PBS)
